source,device,session_date,total_sessions,sessions_with_visit,sessions_with_product_view,sessions_with_add_to_cart,sessions_with_checkout,sessions_with_purchase,visit_to_product_view_rate,product_view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,visit_to_purchase_rate
referral,desktop,2024-02-12,11,11.0,7.0,3.0,2.0,2.0,0.6364,0.4286,0.6667,1.0,0.1818
referral,mobile,2024-02-12,41,41.0,29.0,8.0,3.0,3.0,0.7073,0.2759,0.375,1.0,0.0732
referral,tablet,2024-02-12,6,6.0,5.0,2.0,2.0,2.0,0.8333,0.4,1.0,1.0,0.3333
email,desktop,2024-02-11,21,21.0,15.0,9.0,5.0,5.0,0.7143,0.6,0.5556,1.0,0.2381
email,mobile,2024-02-11,50,50.0,44.0,15.0,9.0,7.0,0.88,0.3409,0.6,0.7778,0.14
email,tablet,2024-02-11,3,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,0.3333
organic,desktop,2024-02-11,82,82.0,60.0,17.0,6.0,6.0,0.7317,0.2833,0.3529,1.0,0.0732
organic,mobile,2024-02-11,207,207.0,166.0,44.0,20.0,17.0,0.8019,0.2651,0.4545,0.85,0.0821
organic,tablet,2024-02-11,16,16.0,9.0,1.0,0.0,0.0,0.5625,0.1111,0.0,,0.0
paid,desktop,2024-02-11,70,70.0,59.0,20.0,11.0,10.0,0.8429,0.339,0.55,0.9091,0.1429
paid,mobile,2024-02-11,155,155.0,128.0,37.0,21.0,20.0,0.8258,0.2891,0.5676,0.9524,0.129
paid,tablet,2024-02-11,13,13.0,9.0,5.0,3.0,3.0,0.6923,0.5556,0.6,1.0,0.2308
referral,desktop,2024-02-11,10,10.0,6.0,0.0,0.0,0.0,0.6,0.0,,,0.0
referral,mobile,2024-02-11,35,35.0,24.0,4.0,2.0,2.0,0.6857,0.1667,0.5,1.0,0.0571
referral,tablet,2024-02-11,5,5.0,4.0,3.0,1.0,1.0,0.8,0.75,0.3333,1.0,0.2
email,desktop,2024-02-10,30,30.0,21.0,5.0,4.0,4.0,0.7,0.2381,0.8,1.0,0.1333
email,mobile,2024-02-10,47,47.0,39.0,10.0,6.0,6.0,0.8298,0.2564,0.6,1.0,0.1277
email,tablet,2024-02-10,5,5.0,2.0,0.0,0.0,0.0,0.4,0.0,,,0.0
organic,desktop,2024-02-10,104,104.0,89.0,23.0,12.0,12.0,0.8558,0.2584,0.5217,1.0,0.1154
organic,mobile,2024-02-10,189,189.0,158.0,47.0,19.0,17.0,0.836,0.2975,0.4043,0.8947,0.0899
organic,tablet,2024-02-10,18,18.0,17.0,5.0,3.0,2.0,0.9444,0.2941,0.6,0.6667,0.1111
paid,desktop,2024-02-10,73,73.0,64.0,22.0,9.0,9.0,0.8767,0.3438,0.4091,1.0,0.1233
paid,mobile,2024-02-10,146,146.0,116.0,36.0,16.0,14.0,0.7945,0.3103,0.4444,0.875,0.0959
paid,tablet,2024-02-10,9,9.0,7.0,0.0,0.0,0.0,0.7778,0.0,,,0.0
referral,desktop,2024-02-10,19,19.0,14.0,4.0,1.0,1.0,0.7368,0.2857,0.25,1.0,0.0526
referral,mobile,2024-02-10,36,36.0,27.0,8.0,2.0,2.0,0.75,0.2963,0.25,1.0,0.0556
referral,tablet,2024-02-10,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
email,desktop,2024-02-09,29,29.0,26.0,12.0,6.0,5.0,0.8966,0.4615,0.5,0.8333,0.1724
email,mobile,2024-02-09,63,63.0,56.0,18.0,8.0,6.0,0.8889,0.3214,0.4444,0.75,0.0952
email,tablet,2024-02-09,6,6.0,3.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2024-02-09,81,81.0,64.0,22.0,14.0,13.0,0.7901,0.3438,0.6364,0.9286,0.1605
organic,mobile,2024-02-09,193,193.0,148.0,35.0,17.0,17.0,0.7668,0.2365,0.4857,1.0,0.0881
organic,tablet,2024-02-09,14,14.0,10.0,2.0,2.0,2.0,0.7143,0.2,1.0,1.0,0.1429
paid,desktop,2024-02-09,61,61.0,53.0,16.0,7.0,7.0,0.8689,0.3019,0.4375,1.0,0.1148
paid,mobile,2024-02-09,164,164.0,136.0,36.0,20.0,17.0,0.8293,0.2647,0.5556,0.85,0.1037
paid,tablet,2024-02-09,12,12.0,10.0,3.0,1.0,1.0,0.8333,0.3,0.3333,1.0,0.0833
referral,desktop,2024-02-09,20,20.0,15.0,8.0,3.0,3.0,0.75,0.5333,0.375,1.0,0.15
referral,mobile,2024-02-09,41,41.0,32.0,12.0,6.0,6.0,0.7805,0.375,0.5,1.0,0.1463
referral,tablet,2024-02-09,3,3.0,2.0,2.0,2.0,2.0,0.6667,1.0,1.0,1.0,0.6667
email,desktop,2024-02-08,21,21.0,15.0,5.0,1.0,1.0,0.7143,0.3333,0.2,1.0,0.0476
email,mobile,2024-02-08,47,47.0,37.0,9.0,3.0,3.0,0.7872,0.2432,0.3333,1.0,0.0638
email,tablet,2024-02-08,5,5.0,4.0,2.0,2.0,2.0,0.8,0.5,1.0,1.0,0.4
organic,desktop,2024-02-08,88,88.0,69.0,23.0,15.0,15.0,0.7841,0.3333,0.6522,1.0,0.1705
organic,mobile,2024-02-08,197,197.0,157.0,36.0,20.0,18.0,0.797,0.2293,0.5556,0.9,0.0914
organic,tablet,2024-02-08,18,18.0,15.0,6.0,4.0,3.0,0.8333,0.4,0.6667,0.75,0.1667
paid,desktop,2024-02-08,69,69.0,52.0,19.0,12.0,12.0,0.7536,0.3654,0.6316,1.0,0.1739
paid,mobile,2024-02-08,148,148.0,111.0,31.0,13.0,11.0,0.75,0.2793,0.4194,0.8462,0.0743
paid,tablet,2024-02-08,8,8.0,7.0,1.0,0.0,0.0,0.875,0.1429,0.0,,0.0
referral,desktop,2024-02-08,11,11.0,8.0,2.0,0.0,0.0,0.7273,0.25,0.0,,0.0
referral,mobile,2024-02-08,24,24.0,18.0,2.0,0.0,0.0,0.75,0.1111,0.0,,0.0
referral,tablet,2024-02-08,6,6.0,6.0,2.0,0.0,0.0,1.0,0.3333,0.0,,0.0
email,desktop,2024-02-07,25,25.0,18.0,4.0,1.0,1.0,0.72,0.2222,0.25,1.0,0.04
email,mobile,2024-02-07,66,66.0,53.0,16.0,8.0,7.0,0.803,0.3019,0.5,0.875,0.1061
email,tablet,2024-02-07,7,7.0,4.0,1.0,0.0,0.0,0.5714,0.25,0.0,,0.0
organic,desktop,2024-02-07,88,88.0,62.0,21.0,12.0,8.0,0.7045,0.3387,0.5714,0.6667,0.0909
organic,mobile,2024-02-07,223,223.0,178.0,62.0,30.0,26.0,0.7982,0.3483,0.4839,0.8667,0.1166
organic,tablet,2024-02-07,16,16.0,14.0,3.0,2.0,2.0,0.875,0.2143,0.6667,1.0,0.125
paid,desktop,2024-02-07,67,67.0,50.0,14.0,7.0,6.0,0.7463,0.28,0.5,0.8571,0.0896
paid,mobile,2024-02-07,146,146.0,124.0,41.0,22.0,18.0,0.8493,0.3306,0.5366,0.8182,0.1233
paid,tablet,2024-02-07,9,9.0,6.0,2.0,0.0,0.0,0.6667,0.3333,0.0,,0.0
referral,desktop,2024-02-07,18,18.0,12.0,3.0,2.0,2.0,0.6667,0.25,0.6667,1.0,0.1111
referral,mobile,2024-02-07,35,35.0,34.0,8.0,5.0,5.0,0.9714,0.2353,0.625,1.0,0.1429
referral,tablet,2024-02-07,3,3.0,3.0,1.0,0.0,0.0,1.0,0.3333,0.0,,0.0
email,desktop,2024-02-06,21,21.0,17.0,6.0,5.0,4.0,0.8095,0.3529,0.8333,0.8,0.1905
email,mobile,2024-02-06,57,57.0,46.0,17.0,6.0,4.0,0.807,0.3696,0.3529,0.6667,0.0702
email,tablet,2024-02-06,4,4.0,4.0,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5
organic,desktop,2024-02-06,74,74.0,59.0,23.0,14.0,14.0,0.7973,0.3898,0.6087,1.0,0.1892
organic,mobile,2024-02-06,190,190.0,156.0,49.0,20.0,15.0,0.8211,0.3141,0.4082,0.75,0.0789
organic,tablet,2024-02-06,19,19.0,15.0,5.0,2.0,2.0,0.7895,0.3333,0.4,1.0,0.1053
paid,desktop,2024-02-06,77,77.0,62.0,19.0,9.0,9.0,0.8052,0.3065,0.4737,1.0,0.1169
paid,mobile,2024-02-06,152,152.0,121.0,40.0,18.0,16.0,0.7961,0.3306,0.45,0.8889,0.1053
paid,tablet,2024-02-06,10,10.0,9.0,3.0,0.0,0.0,0.9,0.3333,0.0,,0.0
referral,desktop,2024-02-06,19,19.0,16.0,6.0,1.0,1.0,0.8421,0.375,0.1667,1.0,0.0526
referral,mobile,2024-02-06,36,36.0,30.0,9.0,4.0,4.0,0.8333,0.3,0.4444,1.0,0.1111
referral,tablet,2024-02-06,4,4.0,3.0,1.0,0.0,0.0,0.75,0.3333,0.0,,0.0
email,desktop,2024-02-05,27,27.0,21.0,5.0,4.0,3.0,0.7778,0.2381,0.8,0.75,0.1111
email,mobile,2024-02-05,36,36.0,30.0,8.0,5.0,4.0,0.8333,0.2667,0.625,0.8,0.1111
email,tablet,2024-02-05,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-02-05,91,91.0,77.0,19.0,6.0,6.0,0.8462,0.2468,0.3158,1.0,0.0659
organic,mobile,2024-02-05,205,205.0,170.0,51.0,25.0,22.0,0.8293,0.3,0.4902,0.88,0.1073
organic,tablet,2024-02-05,18,18.0,16.0,7.0,5.0,3.0,0.8889,0.4375,0.7143,0.6,0.1667
paid,desktop,2024-02-05,73,73.0,58.0,25.0,11.0,10.0,0.7945,0.431,0.44,0.9091,0.137
paid,mobile,2024-02-05,156,156.0,126.0,34.0,19.0,16.0,0.8077,0.2698,0.5588,0.8421,0.1026
paid,tablet,2024-02-05,13,13.0,11.0,4.0,1.0,1.0,0.8462,0.3636,0.25,1.0,0.0769
referral,desktop,2024-02-05,18,18.0,12.0,4.0,1.0,0.0,0.6667,0.3333,0.25,0.0,0.0
referral,mobile,2024-02-05,35,35.0,29.0,4.0,3.0,3.0,0.8286,0.1379,0.75,1.0,0.0857
referral,tablet,2024-02-05,4,4.0,4.0,1.0,0.0,0.0,1.0,0.25,0.0,,0.0
email,desktop,2024-02-04,26,26.0,20.0,4.0,2.0,2.0,0.7692,0.2,0.5,1.0,0.0769
email,mobile,2024-02-04,54,54.0,41.0,13.0,5.0,4.0,0.7593,0.3171,0.3846,0.8,0.0741
email,tablet,2024-02-04,4,4.0,3.0,1.0,0.0,0.0,0.75,0.3333,0.0,,0.0
organic,desktop,2024-02-04,74,74.0,58.0,23.0,14.0,13.0,0.7838,0.3966,0.6087,0.9286,0.1757
organic,mobile,2024-02-04,198,198.0,171.0,61.0,28.0,22.0,0.8636,0.3567,0.459,0.7857,0.1111
organic,tablet,2024-02-04,16,16.0,11.0,4.0,2.0,2.0,0.6875,0.3636,0.5,1.0,0.125
paid,desktop,2024-02-04,66,66.0,53.0,11.0,4.0,3.0,0.803,0.2075,0.3636,0.75,0.0455
paid,mobile,2024-02-04,152,152.0,115.0,35.0,12.0,10.0,0.7566,0.3043,0.3429,0.8333,0.0658
paid,tablet,2024-02-04,20,20.0,14.0,5.0,2.0,2.0,0.7,0.3571,0.4,1.0,0.1
referral,desktop,2024-02-04,17,17.0,13.0,5.0,4.0,4.0,0.7647,0.3846,0.8,1.0,0.2353
referral,mobile,2024-02-04,44,44.0,38.0,11.0,6.0,4.0,0.8636,0.2895,0.5455,0.6667,0.0909
referral,tablet,2024-02-04,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-02-03,22,22.0,15.0,2.0,2.0,2.0,0.6818,0.1333,1.0,1.0,0.0909
email,mobile,2024-02-03,51,51.0,38.0,11.0,9.0,7.0,0.7451,0.2895,0.8182,0.7778,0.1373
email,tablet,2024-02-03,5,5.0,4.0,1.0,0.0,0.0,0.8,0.25,0.0,,0.0
organic,desktop,2024-02-03,75,75.0,61.0,19.0,12.0,11.0,0.8133,0.3115,0.6316,0.9167,0.1467
organic,mobile,2024-02-03,206,206.0,162.0,36.0,24.0,23.0,0.7864,0.2222,0.6667,0.9583,0.1117
organic,tablet,2024-02-03,20,20.0,16.0,6.0,3.0,3.0,0.8,0.375,0.5,1.0,0.15
paid,desktop,2024-02-03,58,58.0,43.0,12.0,7.0,6.0,0.7414,0.2791,0.5833,0.8571,0.1034
paid,mobile,2024-02-03,149,149.0,127.0,32.0,14.0,13.0,0.8523,0.252,0.4375,0.9286,0.0872
paid,tablet,2024-02-03,11,11.0,11.0,2.0,1.0,1.0,1.0,0.1818,0.5,1.0,0.0909
referral,desktop,2024-02-03,20,20.0,17.0,7.0,4.0,3.0,0.85,0.4118,0.5714,0.75,0.15
referral,mobile,2024-02-03,50,50.0,41.0,12.0,6.0,6.0,0.82,0.2927,0.5,1.0,0.12
referral,tablet,2024-02-03,5,5.0,4.0,1.0,1.0,1.0,0.8,0.25,1.0,1.0,0.2
email,desktop,2024-02-02,20,20.0,17.0,8.0,4.0,4.0,0.85,0.4706,0.5,1.0,0.2
email,mobile,2024-02-02,55,55.0,46.0,14.0,8.0,7.0,0.8364,0.3043,0.5714,0.875,0.1273
email,tablet,2024-02-02,4,4.0,3.0,1.0,0.0,0.0,0.75,0.3333,0.0,,0.0
organic,desktop,2024-02-02,79,79.0,61.0,18.0,9.0,9.0,0.7722,0.2951,0.5,1.0,0.1139
organic,mobile,2024-02-02,192,192.0,142.0,47.0,19.0,19.0,0.7396,0.331,0.4043,1.0,0.099
organic,tablet,2024-02-02,13,13.0,12.0,3.0,2.0,1.0,0.9231,0.25,0.6667,0.5,0.0769
paid,desktop,2024-02-02,63,63.0,56.0,12.0,5.0,4.0,0.8889,0.2143,0.4167,0.8,0.0635
paid,mobile,2024-02-02,154,154.0,124.0,36.0,20.0,17.0,0.8052,0.2903,0.5556,0.85,0.1104
paid,tablet,2024-02-02,14,14.0,9.0,0.0,0.0,0.0,0.6429,0.0,,,0.0
referral,desktop,2024-02-02,11,11.0,7.0,2.0,1.0,1.0,0.6364,0.2857,0.5,1.0,0.0909
referral,mobile,2024-02-02,37,37.0,33.0,12.0,3.0,1.0,0.8919,0.3636,0.25,0.3333,0.027
referral,tablet,2024-02-02,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-02-01,25,25.0,17.0,7.0,5.0,5.0,0.68,0.4118,0.7143,1.0,0.2
email,mobile,2024-02-01,40,40.0,34.0,11.0,4.0,2.0,0.85,0.3235,0.3636,0.5,0.05
email,tablet,2024-02-01,6,6.0,4.0,1.0,0.0,0.0,0.6667,0.25,0.0,,0.0
organic,desktop,2024-02-01,85,85.0,70.0,20.0,12.0,11.0,0.8235,0.2857,0.6,0.9167,0.1294
organic,mobile,2024-02-01,208,208.0,163.0,49.0,24.0,21.0,0.7837,0.3006,0.4898,0.875,0.101
organic,tablet,2024-02-01,17,17.0,15.0,6.0,2.0,2.0,0.8824,0.4,0.3333,1.0,0.1176
paid,desktop,2024-02-01,66,66.0,54.0,19.0,13.0,12.0,0.8182,0.3519,0.6842,0.9231,0.1818
paid,mobile,2024-02-01,142,142.0,118.0,32.0,15.0,15.0,0.831,0.2712,0.4688,1.0,0.1056
paid,tablet,2024-02-01,12,12.0,10.0,4.0,3.0,3.0,0.8333,0.4,0.75,1.0,0.25
referral,desktop,2024-02-01,15,15.0,10.0,4.0,2.0,2.0,0.6667,0.4,0.5,1.0,0.1333
referral,mobile,2024-02-01,35,35.0,28.0,4.0,0.0,0.0,0.8,0.1429,0.0,,0.0
referral,tablet,2024-02-01,2,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
email,desktop,2024-01-31,21,21.0,14.0,3.0,0.0,0.0,0.6667,0.2143,0.0,,0.0
email,mobile,2024-01-31,49,49.0,42.0,12.0,6.0,5.0,0.8571,0.2857,0.5,0.8333,0.102
email,tablet,2024-01-31,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-01-31,87,87.0,66.0,22.0,8.0,7.0,0.7586,0.3333,0.3636,0.875,0.0805
organic,mobile,2024-01-31,183,183.0,148.0,47.0,20.0,19.0,0.8087,0.3176,0.4255,0.95,0.1038
organic,tablet,2024-01-31,21,21.0,16.0,3.0,2.0,2.0,0.7619,0.1875,0.6667,1.0,0.0952
paid,desktop,2024-01-31,71,71.0,58.0,12.0,5.0,5.0,0.8169,0.2069,0.4167,1.0,0.0704
paid,mobile,2024-01-31,158,158.0,125.0,41.0,19.0,17.0,0.7911,0.328,0.4634,0.8947,0.1076
paid,tablet,2024-01-31,7,7.0,6.0,3.0,1.0,1.0,0.8571,0.5,0.3333,1.0,0.1429
referral,desktop,2024-01-31,14,14.0,12.0,4.0,1.0,1.0,0.8571,0.3333,0.25,1.0,0.0714
referral,mobile,2024-01-31,30,30.0,25.0,5.0,3.0,3.0,0.8333,0.2,0.6,1.0,0.1
referral,tablet,2024-01-31,4,4.0,4.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-01-30,19,19.0,16.0,1.0,0.0,0.0,0.8421,0.0625,0.0,,0.0
email,mobile,2024-01-30,57,57.0,38.0,18.0,6.0,6.0,0.6667,0.4737,0.3333,1.0,0.1053
email,tablet,2024-01-30,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
organic,desktop,2024-01-30,92,92.0,76.0,23.0,7.0,7.0,0.8261,0.3026,0.3043,1.0,0.0761
organic,mobile,2024-01-30,195,195.0,159.0,47.0,21.0,20.0,0.8154,0.2956,0.4468,0.9524,0.1026
organic,tablet,2024-01-30,9,9.0,8.0,2.0,0.0,0.0,0.8889,0.25,0.0,,0.0
paid,desktop,2024-01-30,57,57.0,41.0,12.0,5.0,4.0,0.7193,0.2927,0.4167,0.8,0.0702
paid,mobile,2024-01-30,154,154.0,119.0,35.0,16.0,12.0,0.7727,0.2941,0.4571,0.75,0.0779
paid,tablet,2024-01-30,17,17.0,14.0,6.0,1.0,1.0,0.8235,0.4286,0.1667,1.0,0.0588
referral,desktop,2024-01-30,19,19.0,13.0,6.0,3.0,2.0,0.6842,0.4615,0.5,0.6667,0.1053
referral,mobile,2024-01-30,27,27.0,22.0,8.0,5.0,5.0,0.8148,0.3636,0.625,1.0,0.1852
referral,tablet,2024-01-30,4,4.0,2.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,desktop,2024-01-29,21,21.0,18.0,7.0,5.0,4.0,0.8571,0.3889,0.7143,0.8,0.1905
email,mobile,2024-01-29,53,53.0,46.0,14.0,8.0,8.0,0.8679,0.3043,0.5714,1.0,0.1509
email,tablet,2024-01-29,5,5.0,4.0,0.0,0.0,0.0,0.8,0.0,,,0.0
organic,desktop,2024-01-29,83,83.0,65.0,24.0,13.0,13.0,0.7831,0.3692,0.5417,1.0,0.1566
organic,mobile,2024-01-29,180,180.0,146.0,36.0,21.0,21.0,0.8111,0.2466,0.5833,1.0,0.1167
organic,tablet,2024-01-29,20,20.0,13.0,3.0,3.0,3.0,0.65,0.2308,1.0,1.0,0.15
paid,desktop,2024-01-29,90,90.0,69.0,22.0,16.0,13.0,0.7667,0.3188,0.7273,0.8125,0.1444
paid,mobile,2024-01-29,164,164.0,129.0,36.0,18.0,18.0,0.7866,0.2791,0.5,1.0,0.1098
paid,tablet,2024-01-29,12,12.0,10.0,3.0,3.0,3.0,0.8333,0.3,1.0,1.0,0.25
referral,desktop,2024-01-29,14,14.0,12.0,3.0,1.0,1.0,0.8571,0.25,0.3333,1.0,0.0714
referral,mobile,2024-01-29,29,29.0,27.0,7.0,3.0,2.0,0.931,0.2593,0.4286,0.6667,0.069
referral,tablet,2024-01-29,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
email,desktop,2024-01-28,21,21.0,17.0,5.0,1.0,1.0,0.8095,0.2941,0.2,1.0,0.0476
email,mobile,2024-01-28,50,50.0,36.0,11.0,5.0,4.0,0.72,0.3056,0.4545,0.8,0.08
email,tablet,2024-01-28,6,6.0,4.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
organic,desktop,2024-01-28,81,81.0,63.0,23.0,13.0,11.0,0.7778,0.3651,0.5652,0.8462,0.1358
organic,mobile,2024-01-28,183,183.0,147.0,56.0,34.0,31.0,0.8033,0.381,0.6071,0.9118,0.1694
organic,tablet,2024-01-28,11,11.0,10.0,6.0,1.0,1.0,0.9091,0.6,0.1667,1.0,0.0909
paid,desktop,2024-01-28,71,71.0,59.0,20.0,10.0,7.0,0.831,0.339,0.5,0.7,0.0986
paid,mobile,2024-01-28,181,181.0,144.0,45.0,20.0,18.0,0.7956,0.3125,0.4444,0.9,0.0994
paid,tablet,2024-01-28,13,13.0,10.0,4.0,1.0,1.0,0.7692,0.4,0.25,1.0,0.0769
referral,desktop,2024-01-28,23,23.0,19.0,8.0,3.0,3.0,0.8261,0.4211,0.375,1.0,0.1304
referral,mobile,2024-01-28,32,32.0,22.0,9.0,7.0,7.0,0.6875,0.4091,0.7778,1.0,0.2188
referral,tablet,2024-01-28,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333
email,desktop,2024-01-27,26,26.0,22.0,5.0,2.0,2.0,0.8462,0.2273,0.4,1.0,0.0769
email,mobile,2024-01-27,49,49.0,39.0,14.0,6.0,5.0,0.7959,0.359,0.4286,0.8333,0.102
email,tablet,2024-01-27,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-01-27,87,87.0,63.0,17.0,9.0,7.0,0.7241,0.2698,0.5294,0.7778,0.0805
organic,mobile,2024-01-27,204,204.0,158.0,39.0,16.0,14.0,0.7745,0.2468,0.4103,0.875,0.0686
organic,tablet,2024-01-27,8,8.0,6.0,1.0,0.0,0.0,0.75,0.1667,0.0,,0.0
paid,desktop,2024-01-27,65,65.0,49.0,16.0,6.0,5.0,0.7538,0.3265,0.375,0.8333,0.0769
paid,mobile,2024-01-27,169,169.0,127.0,47.0,23.0,19.0,0.7515,0.3701,0.4894,0.8261,0.1124
paid,tablet,2024-01-27,11,11.0,9.0,4.0,1.0,1.0,0.8182,0.4444,0.25,1.0,0.0909
referral,desktop,2024-01-27,12,12.0,11.0,4.0,2.0,2.0,0.9167,0.3636,0.5,1.0,0.1667
referral,mobile,2024-01-27,31,31.0,19.0,6.0,2.0,2.0,0.6129,0.3158,0.3333,1.0,0.0645
referral,tablet,2024-01-27,4,4.0,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.25
email,desktop,2024-01-26,24,24.0,17.0,5.0,2.0,2.0,0.7083,0.2941,0.4,1.0,0.0833
email,mobile,2024-01-26,56,56.0,45.0,13.0,5.0,3.0,0.8036,0.2889,0.3846,0.6,0.0536
email,tablet,2024-01-26,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2024-01-26,110,110.0,87.0,29.0,18.0,17.0,0.7909,0.3333,0.6207,0.9444,0.1545
organic,mobile,2024-01-26,190,190.0,155.0,42.0,21.0,21.0,0.8158,0.271,0.5,1.0,0.1105
organic,tablet,2024-01-26,17,17.0,12.0,5.0,3.0,2.0,0.7059,0.4167,0.6,0.6667,0.1176
paid,desktop,2024-01-26,73,73.0,59.0,23.0,12.0,11.0,0.8082,0.3898,0.5217,0.9167,0.1507
paid,mobile,2024-01-26,151,151.0,130.0,36.0,17.0,17.0,0.8609,0.2769,0.4722,1.0,0.1126
paid,tablet,2024-01-26,11,11.0,9.0,3.0,2.0,2.0,0.8182,0.3333,0.6667,1.0,0.1818
referral,desktop,2024-01-26,13,13.0,10.0,3.0,2.0,2.0,0.7692,0.3,0.6667,1.0,0.1538
referral,mobile,2024-01-26,38,38.0,30.0,8.0,4.0,4.0,0.7895,0.2667,0.5,1.0,0.1053
referral,tablet,2024-01-26,6,6.0,3.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,desktop,2024-01-25,20,20.0,19.0,6.0,4.0,4.0,0.95,0.3158,0.6667,1.0,0.2
email,mobile,2024-01-25,54,54.0,42.0,19.0,10.0,9.0,0.7778,0.4524,0.5263,0.9,0.1667
email,tablet,2024-01-25,7,7.0,7.0,4.0,1.0,1.0,1.0,0.5714,0.25,1.0,0.1429
organic,desktop,2024-01-25,88,88.0,71.0,27.0,11.0,10.0,0.8068,0.3803,0.4074,0.9091,0.1136
organic,mobile,2024-01-25,211,211.0,163.0,57.0,32.0,30.0,0.7725,0.3497,0.5614,0.9375,0.1422
organic,tablet,2024-01-25,16,16.0,14.0,4.0,2.0,2.0,0.875,0.2857,0.5,1.0,0.125
paid,desktop,2024-01-25,72,72.0,54.0,22.0,10.0,8.0,0.75,0.4074,0.4545,0.8,0.1111
paid,mobile,2024-01-25,158,158.0,123.0,38.0,23.0,22.0,0.7785,0.3089,0.6053,0.9565,0.1392
paid,tablet,2024-01-25,3,3.0,3.0,2.0,2.0,1.0,1.0,0.6667,1.0,0.5,0.3333
referral,desktop,2024-01-25,16,16.0,12.0,5.0,2.0,2.0,0.75,0.4167,0.4,1.0,0.125
referral,mobile,2024-01-25,40,40.0,34.0,9.0,6.0,5.0,0.85,0.2647,0.6667,0.8333,0.125
referral,tablet,2024-01-25,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
email,desktop,2024-01-24,18,18.0,16.0,5.0,3.0,3.0,0.8889,0.3125,0.6,1.0,0.1667
email,mobile,2024-01-24,49,49.0,35.0,11.0,8.0,8.0,0.7143,0.3143,0.7273,1.0,0.1633
email,tablet,2024-01-24,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-01-24,93,93.0,73.0,24.0,14.0,14.0,0.7849,0.3288,0.5833,1.0,0.1505
organic,mobile,2024-01-24,223,223.0,189.0,57.0,27.0,23.0,0.8475,0.3016,0.4737,0.8519,0.1031
organic,tablet,2024-01-24,19,19.0,16.0,3.0,3.0,3.0,0.8421,0.1875,1.0,1.0,0.1579
paid,desktop,2024-01-24,67,67.0,54.0,19.0,7.0,6.0,0.806,0.3519,0.3684,0.8571,0.0896
paid,mobile,2024-01-24,165,165.0,127.0,41.0,20.0,18.0,0.7697,0.3228,0.4878,0.9,0.1091
paid,tablet,2024-01-24,8,8.0,7.0,3.0,2.0,2.0,0.875,0.4286,0.6667,1.0,0.25
referral,desktop,2024-01-24,10,10.0,9.0,2.0,1.0,1.0,0.9,0.2222,0.5,1.0,0.1
referral,mobile,2024-01-24,38,38.0,29.0,7.0,4.0,3.0,0.7632,0.2414,0.5714,0.75,0.0789
referral,tablet,2024-01-24,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333
email,desktop,2024-01-23,36,36.0,29.0,14.0,8.0,7.0,0.8056,0.4828,0.5714,0.875,0.1944
email,mobile,2024-01-23,44,44.0,35.0,19.0,9.0,8.0,0.7955,0.5429,0.4737,0.8889,0.1818
email,tablet,2024-01-23,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2024-01-23,89,89.0,73.0,21.0,14.0,10.0,0.8202,0.2877,0.6667,0.7143,0.1124
organic,mobile,2024-01-23,193,193.0,151.0,39.0,14.0,11.0,0.7824,0.2583,0.359,0.7857,0.057
organic,tablet,2024-01-23,20,20.0,16.0,6.0,2.0,2.0,0.8,0.375,0.3333,1.0,0.1
paid,desktop,2024-01-23,77,77.0,61.0,20.0,9.0,9.0,0.7922,0.3279,0.45,1.0,0.1169
paid,mobile,2024-01-23,140,140.0,108.0,42.0,20.0,17.0,0.7714,0.3889,0.4762,0.85,0.1214
paid,tablet,2024-01-23,9,9.0,8.0,2.0,0.0,0.0,0.8889,0.25,0.0,,0.0
